id,name,host_id,host_name,host_is_superhost,neighbourhood,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,latitude,longitude,calculated_host_listings_count,instant_bookable
10000726,Charming Entire home/apt in Tempelhof,20000467,Host_467,f,Tempelhof,Entire home/apt,77,1,11,4.07,18,52.47771423353536,13.386417553478474,2,f
10000727,Charming Entire home/apt in Neukölln,20000237,Host_237,f,Neukölln,Entire home/apt,72,1,130,4.08,171,52.485740423115125,13.445440981256157,1,f
10000728,Charming Private room in Friedrichshain,20000469,Host_469,f,Friedrichshain,Private room,83,1,15,4.84,61,52.50822284587614,13.448967575614576,1,f
10000729,Charming Private room in Steglitz,20000399,Host_399,f,Steglitz,Private room,40,7,15,4.74,208,52.45018267956519,13.330010205602226,2,t
10000730,Charming Private room in Pankow,20000342,Host_342,f,Pankow,Private room,63,1,14,4.32,226,52.57718010406163,13.412723076875377,2,t
10000731,Charming Entire home/apt in Neukölln,20000389,Host_389,f,Neukölln,Entire home/apt,94,3,25,4.76,187,52.469114645460394,13.464832300806757,3,f
10000732,Charming Entire home/apt in Pankow,20000150,Host_150,f,Pankow,Entire home/apt,87,1,93,4.68,325,52.556632774227815,13.403421336987368,1,f
10000733,Charming Entire home/apt in Steglitz,20000247,Host_247,f,Steglitz,Entire home/apt,93,2,149,4.83,107,52.43714697224959,13.353424469609953,1,t
10000734,Charming Entire home/apt in Mitte,20000478,Host_478,f,Mitte,Entire home/apt,182,7,10,4.39,187,52.52316242857862,13.413505679882277,1,t
10000735,Charming Entire home/apt in Lichtenberg,20000174,Host_174,f,Lichtenberg,Entire home/apt,95,2,7,4.86,20,52.51959637953675,13.523820406500752,1,t
10000736,Charming Entire home/apt in Charlottenburg,20000095,Host_95,f,Charlottenburg,Entire home/apt,146,1,23,3.99,330,52.526867104242875,13.259480684531907,1,t
10000737,Charming Private room in Charlottenburg,20000217,Host_217,f,Charlottenburg,Private room,65,1,24,4.1,106,52.5062365086407,13.295684378839226,1,t
10000738,Charming Entire home/apt in Charlottenburg,20000484,Host_484,f,Charlottenburg,Entire home/apt,155,7,0,,2,52.52951159553538,13.31832004185085,1,t
10000739,Charming Private room in Pankow,20000118,Host_118,f,Pankow,Private room,36,7,58,4.79,227,52.5794672491128,13.41670210656376,1,f
10000740,Charming Entire home/apt in Lichtenberg,20000377,Host_377,f,Lichtenberg,Entire home/apt,88,2,73,3.94,111,52.533769662762126,13.525668819348546,1,t
10000741,Charming Private room in Neukölln,20000110,Host_110,f,Neukölln,Private room,61,1,18,3.83,111,52.48486586229905,13.455389463990473,1,f
10000742,Charming Entire home/apt in Steglitz,20000326,Host_326,f,Steglitz,Entire home/apt,80,5,91,4.24,69,52.45962994449645,13.30908592985398,1,t
10000743,Charming Entire home/apt in Kreuzberg,20000409,Host_409,f,Kreuzberg,Entire home/apt,158,1,34,4.17,154,52.49085136513762,13.402623782165287,1,t
10000744,Charming Entire home/apt in Neukölln,20000013,Host_13,f,Neukölln,Entire home/apt,75,1,26,4.72,315,52.47703788987979,13.426846497396301,1,t
10000745,Charming Shared room in Kreuzberg,20000124,Host_124,f,Kreuzberg,Shared room,31,1,51,4.28,265,52.49153080214094,13.410878631711073,1,f
10000746,Charming Entire home/apt in Charlottenburg,20000128,Host_128,f,Charlottenburg,Entire home/apt,164,3,8,3.88,55,52.51486972922207,13.297109402294772,1,t
10000747,Charming Private room in Friedrichshain,20000248,Host_248,f,Friedrichshain,Private room,71,1,65,4.61,3,52.51349063383156,13.442402135472701,2,t
10000748,Charming Private room in Prenzlauer Berg,20000228,Host_228,f,Prenzlauer Berg,Private room,75,1,27,3.9,35,52.52509717501336,13.452931316518644,2,t
10000749,Charming Entire home/apt in Charlottenburg,20000475,Host_475,f,Charlottenburg,Entire home/apt,184,1,10,4.18,95,52.52126399126675,13.283710075247454,1,t
10000750,Charming Private room in Lichtenberg,20000180,Host_180,f,Lichtenberg,Private room,50,1,75,4.48,81,52.52727131246329,13.524182989055555,1,t
10000751,Charming Private room in Schöneberg,20000464,Host_464,f,Schöneberg,Private room,59,1,16,4.59,116,52.47044675168137,13.327636084051896,1,f
10000752,Charming Entire home/apt in Lichtenberg,20000427,Host_427,f,Lichtenberg,Entire home/apt,117,3,69,4.52,143,52.53694251238123,13.515637032785804,1,f
10000753,Charming Entire home/apt in Mitte,20000104,Host_104,f,Mitte,Entire home/apt,170,1,46,4.01,210,52.530470683163635,13.389367775502865,1,f
10000754,Charming Entire home/apt in Kreuzberg,20000024,Host_24,f,Kreuzberg,Entire home/apt,142,2,35,4.75,103,52.504038297064035,13.399789733147228,3,t
10000755,Charming Entire home/apt in Kreuzberg,20000282,Host_282,f,Kreuzberg,Entire home/apt,89,1,30,4.21,70,52.50843923537245,13.388248591629436,3,f
10000756,Charming Hotel room in Prenzlauer Berg,20000067,Host_67,f,Prenzlauer Berg,Hotel room,147,3,16,3.81,3,52.54703036726251,13.422739048217638,1,t
10000757,Charming Entire home/apt in Kreuzberg,20000426,Host_426,f,Kreuzberg,Entire home/apt,124,1,26,4.02,229,52.48065856488802,13.399896467692425,1,f
10000758,Charming Private room in Wedding,20000020,Host_20,f,Wedding,Private room,47,1,62,3.81,311,52.556417037077345,13.355348518099348,1,f
10000759,Charming Private room in Tempelhof,20000305,Host_305,f,Tempelhof,Private room,49,3,60,4.01,56,52.45650395636298,13.400036139425511,1,f
10000760,Charming Entire home/apt in Charlottenburg,20000368,Host_368,f,Charlottenburg,Entire home/apt,142,1,43,3.88,339,52.50713878949766,13.301209692748374,1,f
10000761,Charming Private room in Charlottenburg,20000160,Host_160,f,Charlottenburg,Private room,62,2,15,3.88,265,52.51972106883499,13.286584859522556,1,f
10000762,Charming Private room in Prenzlauer Berg,20000081,Host_81,f,Prenzlauer Berg,Private room,90,5,83,4.36,22,52.53974658908803,13.447654827222857,1,f
10000763,Charming Private room in Schöneberg,20000304,Host_304,f,Schöneberg,Private room,54,1,16,4.56,151,52.49063393438859,13.32518135520318,1,t
10000764,Charming Private room in Schöneberg,20000304,Host_304,f,Schöneberg,Private room,50,3,6,4.72,253,52.483469074254074,13.307893478389051,1,f
10000765,Charming Private room in Neukölln,20000386,Host_386,t,Neukölln,Private room,54,5,16,4.79,6,52.48187241437821,13.412598538959479,1,t
10000766,Charming Private room in Lichtenberg,20000451,Host_451,t,Lichtenberg,Private room,52,1,22,4.89,115,52.52428137823162,13.507416292588976,1,f
10000767,Charming Private room in Neukölln,20000359,Host_359,f,Neukölln,Private room,34,30,104,3.89,253,52.48026892697991,13.423138436213721,1,t
10000768,Charming Private room in Kreuzberg,20000075,Host_75,f,Kreuzberg,Private room,47,1,8,4.12,219,52.5149466655252,13.406755295673726,1,t
10000769,Charming Private room in Schöneberg,20000191,Host_191,f,Schöneberg,Private room,43,7,46,4.5,65,52.48177009697173,13.342539555162867,1,f
10000770,Charming Private room in Charlottenburg,20000468,Host_468,f,Charlottenburg,Private room,77,1,37,4.58,288,52.519260190261534,13.29749272764068,1,f
10000771,Charming Entire home/apt in Prenzlauer Berg,20000193,Host_193,f,Prenzlauer Berg,Entire home/apt,159,1,10,3.97,61,52.547171290901424,13.406492221545811,1,f
10000772,Charming Entire home/apt in Prenzlauer Berg,20000297,Host_297,t,Prenzlauer Berg,Entire home/apt,149,3,37,4.78,261,52.533581406954944,13.419748416992304,1,t
10000773,Charming Entire home/apt in Wedding,20000237,Host_237,t,Wedding,Entire home/apt,88,1,61,4.61,51,52.56488930938253,13.361540724618582,1,f
10000774,Charming Private room in Charlottenburg,20000369,Host_369,f,Charlottenburg,Private room,58,2,2,4.23,12,52.519763669564675,13.29614621651956,1,f
10000775,Charming Private room in Neukölln,20000275,Host_275,f,Neukölln,Private room,40,3,87,4.46,177,52.46973118353868,13.450522147650823,2,t
10000776,Charming Entire home/apt in Steglitz,20000296,Host_296,f,Steglitz,Entire home/apt,116,30,13,4.39,352,52.445281570405754,13.322036420101185,1,t
10000777,Charming Entire home/apt in Pankow,20000010,Host_10,f,Pankow,Entire home/apt,120,3,28,4.08,232,52.57537286564046,13.403567945540573,1,t
10000778,Charming Entire home/apt in Lichtenberg,20000426,Host_426,t,Lichtenberg,Entire home/apt,97,2,36,4.77,227,52.51376959670247,13.526942820486813,1,f
10000779,Charming Entire home/apt in Friedrichshain,20000414,Host_414,f,Friedrichshain,Entire home/apt,109,3,28,4.3,223,52.51600452950452,13.422985541688675,1,t
10000780,Charming Private room in Kreuzberg,20000090,Host_90,f,Kreuzberg,Private room,62,2,9,4.62,234,52.47807125579651,13.374087461245118,1,t
10000781,Charming Entire home/apt in Friedrichshain,20000391,Host_391,f,Friedrichshain,Entire home/apt,163,7,70,4.35,17,52.52123501640921,13.457905620027642,1,f
10000782,Charming Entire home/apt in Prenzlauer Berg,20000128,Host_128,f,Prenzlauer Berg,Entire home/apt,108,3,51,4.31,49,52.52570132360738,13.421609272220413,2,t
10000783,Charming Entire home/apt in Pankow,20000197,Host_197,f,Pankow,Entire home/apt,107,1,64,4.14,228,52.589880331187786,13.425066890608901,1,f
10000784,Charming Entire home/apt in Tempelhof,20000215,Host_215,f,Tempelhof,Entire home/apt,70,5,40,4.09,297,52.47411653774575,13.364766213459642,1,f
10000785,Charming Entire home/apt in Schöneberg,20000383,Host_383,t,Schöneberg,Entire home/apt,153,2,147,4.7,317,52.486414089669665,13.365284047298896,10,t
10000786,Charming Private room in Lichtenberg,20000249,Host_249,f,Lichtenberg,Private room,58,1,50,4.17,312,52.53807193317188,13.488064730951702,1,f
10000787,Charming Private room in Pankow,20000327,Host_327,f,Pankow,Private room,38,2,1,3.91,104,52.559872755454215,13.399111772969343,1,t
10000788,Charming Entire home/apt in Tempelhof,20000288,Host_288,t,Tempelhof,Entire home/apt,95,2,29,4.97,248,52.46497707418461,13.360823580900076,1,t
10000789,Charming Entire home/apt in Pankow,20000321,Host_321,f,Pankow,Entire home/apt,131,3,34,4.89,42,52.57275710840531,13.39005164851366,1,f
10000790,Charming Private room in Lichtenberg,20000210,Host_210,f,Lichtenberg,Private room,30,2,11,4.51,348,52.53908286870707,13.500936147332753,2,f
10000791,Charming Entire home/apt in Friedrichshain,20000272,Host_272,f,Friedrichshain,Entire home/apt,113,1,10,4.59,4,52.51692222680548,13.468717832417337,10,t
10000792,Charming Hotel room in Schöneberg,20000238,Host_238,t,Schöneberg,Hotel room,198,2,60,4.87,315,52.47359484141427,13.345570272546079,1,f
10000793,Charming Shared room in Tempelhof,20000128,Host_128,f,Tempelhof,Shared room,20,2,69,4.33,129,52.48598266993121,13.386760269049695,1,t
10000794,Charming Private room in Tempelhof,20000454,Host_454,f,Tempelhof,Private room,58,1,19,4.02,332,52.471326995710754,13.386462848923898,1,f
10000795,Charming Entire home/apt in Kreuzberg,20000442,Host_442,f,Kreuzberg,Entire home/apt,131,2,52,4.61,157,52.48642558094381,13.396239860899747,1,f
10000796,Charming Entire home/apt in Pankow,20000127,Host_127,f,Pankow,Entire home/apt,86,2,8,4.02,273,52.56026945953655,13.423514780307451,2,f
10000797,Charming Private room in Wedding,20000180,Host_180,t,Wedding,Private room,51,2,22,4.76,121,52.53578413740285,13.365624643696945,3,t
10000798,Charming Entire home/apt in Friedrichshain,20000250,Host_250,f,Friedrichshain,Entire home/apt,133,2,97,3.93,272,52.521419471294436,13.449945985934542,1,f
10000799,Charming Private room in Charlottenburg,20000304,Host_304,f,Charlottenburg,Private room,60,2,36,4.56,47,52.515984046234195,13.287548301139285,3,f
10000800,Charming Private room in Prenzlauer Berg,20000161,Host_161,f,Prenzlauer Berg,Private room,87,3,97,3.86,279,52.5400170485271,13.40696267815651,1,t
10000801,Charming Entire home/apt in Friedrichshain,20000335,Host_335,f,Friedrichshain,Entire home/apt,125,2,17,4.08,91,52.51587328703922,13.42763234825901,1,t
10000802,Charming Private room in Charlottenburg,20000202,Host_202,f,Charlottenburg,Private room,49,1,46,4.46,316,52.52250122358888,13.304274961291116,1,t
10000803,Charming Private room in Prenzlauer Berg,20000202,Host_202,f,Prenzlauer Berg,Private room,68,1,17,4.48,18,52.54098493149045,13.42243910995148,1,f
10000804,Charming Entire home/apt in Mitte,20000348,Host_348,f,Mitte,Entire home/apt,139,1,59,4.3,349,52.52166637895312,13.420899252546436,4,f
10000805,Charming Entire home/apt in Mitte,20000454,Host_454,t,Mitte,Entire home/apt,148,2,47,4.67,13,52.52454488847584,13.393453161996762,2,f
10000806,Charming Private room in Mitte,20000494,Host_494,t,Mitte,Private room,101,2,23,4.61,286,52.514832532379394,13.402715073933184,1,t
10000807,Charming Private room in Wedding,20000038,Host_38,f,Wedding,Private room,51,2,39,3.81,240,52.54320888202278,13.367015351557884,10,f
10000808,Charming Private room in Steglitz,20000256,Host_256,f,Steglitz,Private room,59,2,174,3.81,173,52.45125124026042,13.306413670017362,1,f
10000809,Charming Private room in Kreuzberg,20000187,Host_187,t,Kreuzberg,Private room,91,2,21,4.8,163,52.499144272752105,13.389085884305333,1,t
10000810,Charming Entire home/apt in Kreuzberg,20000240,Host_240,f,Kreuzberg,Entire home/apt,139,1,5,4.52,213,52.48733572311117,13.37899483887568,3,f
10000811,Charming Entire home/apt in Kreuzberg,20000483,Host_483,f,Kreuzberg,Entire home/apt,134,2,30,4.09,257,52.49607650961713,13.382203166635158,1,f
10000812,Charming Entire home/apt in Neukölln,20000463,Host_463,f,Neukölln,Entire home/apt,111,1,8,3.98,123,52.49604942189115,13.446728197639063,1,f
10000813,Charming Entire home/apt in Wedding,20000180,Host_180,f,Wedding,Entire home/apt,82,2,23,4.25,189,52.54109038024312,13.343946208972431,1,t
10000814,Charming Entire home/apt in Kreuzberg,20000436,Host_436,f,Kreuzberg,Entire home/apt,91,3,23,3.9,294,52.489310735175394,13.384238069895225,1,f
10000815,Charming Entire home/apt in Pankow,20000443,Host_443,t,Pankow,Entire home/apt,150,1,63,4.61,27,52.579697170071945,13.422852410429476,1,t
10000816,Charming Private room in Friedrichshain,20000184,Host_184,f,Friedrichshain,Private room,76,2,2,4.14,332,52.51461775798843,13.438064315493808,1,f
10000817,Charming Entire home/apt in Friedrichshain,20000172,Host_172,f,Friedrichshain,Entire home/apt,154,1,76,4.06,293,52.52178019915467,13.464023198816543,1,f
10000818,Charming Entire home/apt in Steglitz,20000028,Host_28,f,Steglitz,Entire home/apt,92,3,61,4.25,277,52.448086673067856,13.291988029359038,3,t
10000819,Charming Entire home/apt in Prenzlauer Berg,20000052,Host_52,f,Prenzlauer Berg,Entire home/apt,106,2,9,4.0,14,52.50931485333766,13.41964515633459,2,t
10000820,Charming Entire home/apt in Prenzlauer Berg,20000104,Host_104,f,Prenzlauer Berg,Entire home/apt,128,2,23,4.73,35,52.53743386219339,13.451480705928905,1,t
10000821,Charming Entire home/apt in Mitte,20000013,Host_13,f,Mitte,Entire home/apt,133,2,6,4.14,361,52.5295317625433,13.416836128020998,1,f
10000822,Charming Entire home/apt in Schöneberg,20000072,Host_72,f,Schöneberg,Entire home/apt,145,2,79,4.78,61,52.480414436536165,13.376659644597222,2,f
10000823,Charming Entire home/apt in Prenzlauer Berg,20000229,Host_229,t,Prenzlauer Berg,Entire home/apt,192,5,34,4.79,250,52.53042030323071,13.406893546193215,1,t
10000824,Charming Entire home/apt in Charlottenburg,20000276,Host_276,f,Charlottenburg,Entire home/apt,192,1,14,4.26,280,52.53346450259967,13.309593472916061,1,f
10000825,Charming Shared room in Lichtenberg,20000413,Host_413,f,Lichtenberg,Shared room,19,3,145,3.82,84,52.52087022859147,13.49313793601383,1,t
10000826,Charming Entire home/apt in Tempelhof,20000362,Host_362,f,Tempelhof,Entire home/apt,128,1,40,4.55,44,52.46411427009354,13.383281184136584,4,f
10000827,Charming Entire home/apt in Charlottenburg,20000355,Host_355,f,Charlottenburg,Entire home/apt,135,2,135,3.9,154,52.49964023666283,13.280571053540465,1,f
10000828,Charming Hotel room in Mitte,20000305,Host_305,f,Mitte,Hotel room,201,3,38,4.89,327,52.52373646680595,13.424810309229962,1,t
10000829,Charming Entire home/apt in Schöneberg,20000158,Host_158,f,Schöneberg,Entire home/apt,131,2,134,4.76,27,52.47977726497201,13.350458185676116,1,t
10000830,Charming Entire home/apt in Pankow,20000271,Host_271,f,Pankow,Entire home/apt,125,1,1,3.8,12,52.560530239182675,13.381208091045638,1,f
10000831,Charming Entire home/apt in Mitte,20000009,Host_9,f,Mitte,Entire home/apt,167,1,54,4.27,308,52.526026098150346,13.402728839336335,1,f
10000832,Charming Entire home/apt in Steglitz,20000433,Host_433,f,Steglitz,Entire home/apt,94,5,43,4.44,285,52.45285798450837,13.299370171883114,1,t
10000833,Charming Entire home/apt in Neukölln,20000367,Host_367,f,Neukölln,Entire home/apt,110,7,21,4.71,97,52.47384050032607,13.449131139116494,3,t
10000834,Charming Entire home/apt in Prenzlauer Berg,20000072,Host_72,f,Prenzlauer Berg,Entire home/apt,164,2,13,4.48,281,52.52650184305098,13.42393564796887,2,t
10000835,Charming Entire home/apt in Pankow,20000263,Host_263,f,Pankow,Entire home/apt,98,1,57,3.94,254,52.553394177037994,13.386167576540556,3,f
10000836,Charming Entire home/apt in Lichtenberg,20000271,Host_271,t,Lichtenberg,Entire home/apt,117,3,54,4.88,213,52.51901979140876,13.506097406475243,2,f
10000837,Charming Entire home/apt in Charlottenburg,20000419,Host_419,f,Charlottenburg,Entire home/apt,103,3,24,4.51,151,52.536776951890054,13.302559550502473,1,t
10000838,Charming Entire home/apt in Pankow,20000038,Host_38,f,Pankow,Entire home/apt,133,2,1,3.99,168,52.585669229934574,13.384749904881733,2,f
10000839,Charming Entire home/apt in Friedrichshain,20000109,Host_109,t,Friedrichshain,Entire home/apt,142,1,20,4.84,349,52.509933651662124,13.457598091284272,1,t
10000840,Charming Entire home/apt in Lichtenberg,20000221,Host_221,f,Lichtenberg,Entire home/apt,111,30,38,4.89,213,52.52858820899982,13.522126023618782,1,t
10000841,Charming Private room in Friedrichshain,20000423,Host_423,f,Friedrichshain,Private room,77,7,10,4.59,119,52.52804066463349,13.438292752583301,4,t
10000842,Charming Entire home/apt in Schöneberg,20000342,Host_342,f,Schöneberg,Entire home/apt,101,1,5,4.44,136,52.48845381381219,13.344891858118988,1,f
10000843,Charming Private room in Schöneberg,20000357,Host_357,f,Schöneberg,Private room,46,1,1,4.28,174,52.50129619628798,13.353268913236485,2,f
10000844,Charming Entire home/apt in Wedding,20000307,Host_307,f,Wedding,Entire home/apt,73,1,41,4.65,170,52.54820809818725,13.3587049321263,1,f
10000845,Charming Entire home/apt in Wedding,20000376,Host_376,t,Wedding,Entire home/apt,60,3,32,4.88,334,52.551537486008996,13.380182947803277,1,f
10000846,Charming Entire home/apt in Lichtenberg,20000150,Host_150,f,Lichtenberg,Entire home/apt,90,1,50,4.59,54,52.5259116613024,13.516249033256427,1,t
10000847,Charming Private room in Mitte,20000311,Host_311,f,Mitte,Private room,80,2,27,4.61,281,52.51366410484506,13.376406450698658,4,f
10000848,Charming Private room in Lichtenberg,20000027,Host_27,f,Lichtenberg,Private room,42,3,70,3.85,59,52.53345981659782,13.504511034897812,2,f
10000849,Charming Entire home/apt in Neukölln,20000180,Host_180,f,Neukölln,Entire home/apt,99,2,3,4.47,243,52.462608296108286,13.423246224137744,1,t
10000850,Charming Entire home/apt in Charlottenburg,20000314,Host_314,f,Charlottenburg,Entire home/apt,140,2,30,4.44,355,52.511689183823215,13.304672909388874,1,t
10000851,Charming Entire home/apt in Prenzlauer Berg,20000290,Host_290,t,Prenzlauer Berg,Entire home/apt,174,5,19,4.97,271,52.53909925513392,13.418048845461481,1,t
10000852,Charming Entire home/apt in Pankow,20000251,Host_251,f,Pankow,Entire home/apt,121,5,11,4.0,70,52.56150312435988,13.388838095003011,3,t
10000853,Charming Entire home/apt in Wedding,20000052,Host_52,f,Wedding,Entire home/apt,101,2,28,4.45,185,52.54528557909735,13.346323498962551,1,f
10000854,Charming Entire home/apt in Friedrichshain,20000443,Host_443,f,Friedrichshain,Entire home/apt,100,7,14,4.16,31,52.51111554170398,13.456367802965158,1,f
10000855,Charming Entire home/apt in Schöneberg,20000334,Host_334,t,Schöneberg,Entire home/apt,116,1,25,4.97,35,52.498364307346094,13.353840645957366,3,f
10000856,Charming Entire home/apt in Schöneberg,20000419,Host_419,f,Schöneberg,Entire home/apt,109,1,43,3.86,11,52.483867073512265,13.33613674928585,1,f
10000857,Charming Private room in Charlottenburg,20000256,Host_256,f,Charlottenburg,Private room,94,3,50,3.98,305,52.52450923292068,13.300459245720647,3,f
10000858,Charming Private room in Neukölln,20000144,Host_144,f,Neukölln,Private room,58,2,16,4.83,307,52.48543290926607,13.43773159048086,1,t
10000859,Charming Entire home/apt in Wedding,20000381,Host_381,f,Wedding,Entire home/apt,92,2,36,4.08,117,52.56004397780688,13.373916136007931,1,t
10000860,Charming Entire home/apt in Pankow,20000240,Host_240,f,Pankow,Entire home/apt,130,5,33,4.01,134,52.56340075167535,13.39454904074856,1,t
10000861,Charming Private room in Neukölln,20000397,Host_397,f,Neukölln,Private room,41,30,1,3.94,346,52.46760244746704,13.426760944958197,1,f
10000862,Charming Entire home/apt in Steglitz,20000245,Host_245,t,Steglitz,Entire home/apt,71,1,10,4.63,61,52.45188959328685,13.327513425887782,1,f
10000863,Charming Private room in Pankow,20000162,Host_162,f,Pankow,Private room,41,5,9,4.19,280,52.556075997356196,13.418929574975884,1,t
10000864,Charming Private room in Wedding,20000288,Host_288,f,Wedding,Private room,45,1,16,4.3,126,52.5506268245431,13.336397543139784,10,f
10000865,Charming Private room in Steglitz,20000144,Host_144,f,Steglitz,Private room,47,3,5,4.34,12,52.46134074501014,13.315290091090773,1,f
10000866,Charming Private room in Pankow,20000362,Host_362,f,Pankow,Private room,68,2,0,,41,52.591043299425564,13.38198436154536,1,f
10000867,Charming Private room in Mitte,20000157,Host_157,f,Mitte,Private room,72,3,1,4.25,103,52.50913608122123,13.412524595233911,1,t
10000868,Charming Entire home/apt in Mitte,20000380,Host_380,f,Mitte,Entire home/apt,203,1,38,4.69,19,52.53562855725643,13.40463153689485,2,t
10000869,Charming Private room in Kreuzberg,20000095,Host_95,f,Kreuzberg,Private room,71,1,79,4.75,156,52.4878930745841,13.370756983108818,2,t
10000870,Charming Entire home/apt in Mitte,20000325,Host_325,f,Mitte,Entire home/apt,145,3,3,4.19,69,52.515050354491095,13.389760068532478,1,f
10000871,Charming Private room in Prenzlauer Berg,20000495,Host_495,f,Prenzlauer Berg,Private room,61,1,10,4.08,202,52.54438616776943,13.393751700993922,1,t
10000872,Charming Entire home/apt in Friedrichshain,20000117,Host_117,f,Friedrichshain,Entire home/apt,92,3,37,4.36,168,52.50647180603928,13.459829877835531,3,f
10000873,Charming Entire home/apt in Charlottenburg,20000117,Host_117,f,Charlottenburg,Entire home/apt,153,1,51,3.84,359,52.5298729330353,13.29708329144513,1,f
10000874,Charming Private room in Neukölln,20000115,Host_115,f,Neukölln,Private room,61,1,24,4.21,231,52.48366977589872,13.451277667722586,1,t
10000875,Charming Private room in Friedrichshain,20000261,Host_261,f,Friedrichshain,Private room,55,1,24,3.89,209,52.51910383276787,13.472220001701993,1,f
10000876,Charming Entire home/apt in Prenzlauer Berg,20000078,Host_78,f,Prenzlauer Berg,Entire home/apt,119,5,12,4.29,43,52.542439472084126,13.412427374368496,1,f
10000877,Charming Entire home/apt in Kreuzberg,20000493,Host_493,f,Kreuzberg,Entire home/apt,149,1,11,4.7,188,52.51314826174147,13.367253954711902,1,f
10000878,Charming Entire home/apt in Steglitz,20000435,Host_435,f,Steglitz,Entire home/apt,96,2,54,4.52,259,52.45372272982731,13.316931686537371,1,f
10000879,Charming Private room in Lichtenberg,20000360,Host_360,f,Lichtenberg,Private room,38,1,33,4.39,9,52.529650213364775,13.48734425548106,1,f
10000880,Charming Entire home/apt in Prenzlauer Berg,20000142,Host_142,f,Prenzlauer Berg,Entire home/apt,162,1,62,4.26,229,52.52383242234551,13.435409107039844,1,t
10000881,Charming Shared room in Pankow,20000468,Host_468,f,Pankow,Shared room,22,2,68,4.33,44,52.55237949732394,13.428691750269746,1,f
10000882,Charming Entire home/apt in Lichtenberg,20000459,Host_459,f,Lichtenberg,Entire home/apt,113,1,280,3.99,223,52.545046838496795,13.489465461428633,1,t
10000883,Charming Entire home/apt in Mitte,20000331,Host_331,f,Mitte,Entire home/apt,199,1,25,4.33,126,52.53617044924522,13.393443628012932,3,t
10000884,Charming Entire home/apt in Neukölln,20000288,Host_288,t,Neukölln,Entire home/apt,136,1,38,4.9,249,52.47011306589524,13.443422089447392,4,f
10000885,Charming Private room in Friedrichshain,20000412,Host_412,f,Friedrichshain,Private room,56,1,8,3.84,154,52.52296430366642,13.478959794197122,1,t
10000886,Charming Entire home/apt in Lichtenberg,20000326,Host_326,f,Lichtenberg,Entire home/apt,107,3,48,4.37,294,52.52306825804528,13.514549698677065,1,f
10000887,Charming Private room in Kreuzberg,20000092,Host_92,f,Kreuzberg,Private room,72,5,39,4.19,147,52.49531559262672,13.389761629217123,1,f
10000888,Charming Entire home/apt in Wedding,20000377,Host_377,f,Wedding,Entire home/apt,101,1,79,3.86,131,52.55078852577851,13.377067925714634,3,f
10000889,Charming Private room in Friedrichshain,20000341,Host_341,t,Friedrichshain,Private room,46,1,0,,108,52.51396187515597,13.43629309272152,1,t
10000890,Charming Entire home/apt in Neukölln,20000333,Host_333,f,Neukölln,Entire home/apt,125,5,10,3.93,104,52.486131052391066,13.468569445267363,1,f
10000891,Charming Entire home/apt in Neukölln,20000364,Host_364,f,Neukölln,Entire home/apt,72,2,56,4.89,329,52.46932134692708,13.430074371108748,1,t
10000892,Charming Entire home/apt in Pankow,20000424,Host_424,t,Pankow,Entire home/apt,139,1,36,4.69,52,52.565970730599396,13.395268676090382,1,f
10000893,Charming Entire home/apt in Charlottenburg,20000219,Host_219,f,Charlottenburg,Entire home/apt,127,2,18,4.1,157,52.51347207999614,13.304509954273545,1,t
10000894,Charming Entire home/apt in Pankow,20000419,Host_419,f,Pankow,Entire home/apt,140,2,20,4.51,360,52.58362137828165,13.414132315424323,1,f
10000895,Charming Entire home/apt in Kreuzberg,20000143,Host_143,f,Kreuzberg,Entire home/apt,93,30,2,3.85,118,52.49960018737514,13.399561609865895,1,f
10000896,Charming Private room in Lichtenberg,20000207,Host_207,f,Lichtenberg,Private room,48,1,1,4.28,299,52.51390434952178,13.510794999948006,3,f
10000897,Charming Entire home/apt in Charlottenburg,20000352,Host_352,f,Charlottenburg,Entire home/apt,185,2,36,4.79,77,52.53014856379627,13.274214368188423,2,f
10000898,Charming Entire home/apt in Wedding,20000056,Host_56,f,Wedding,Entire home/apt,70,5,40,4.88,249,52.55665868179146,13.387845905474872,1,t
10000899,Charming Entire home/apt in Charlottenburg,20000030,Host_30,f,Charlottenburg,Entire home/apt,99,3,58,3.98,298,52.50552827041648,13.29884432958804,1,t
10000900,Charming Entire home/apt in Charlottenburg,20000304,Host_304,f,Charlottenburg,Entire home/apt,129,3,50,4.16,85,52.52836197439414,13.311415700762076,1,t
10000901,Charming Private room in Wedding,20000051,Host_51,f,Wedding,Private room,45,7,28,4.46,117,52.554972181946304,13.371509610439036,1,t
10000902,Charming Entire home/apt in Tempelhof,20000334,Host_334,f,Tempelhof,Entire home/apt,90,1,26,4.81,54,52.4738487226906,13.415103685041185,1,f
10000903,Charming Entire home/apt in Friedrichshain,20000108,Host_108,f,Friedrichshain,Entire home/apt,152,1,23,4.84,339,52.50558184978553,13.458621911965043,1,f
10000904,Charming Entire home/apt in Charlottenburg,20000001,Host_1,f,Charlottenburg,Entire home/apt,100,1,5,4.58,161,52.516258079685315,13.294631953175095,1,f
10000905,Charming Private room in Mitte,20000365,Host_365,f,Mitte,Private room,69,2,3,4.34,155,52.5189980273878,13.395732821256605,1,t
